text,label,char_count,word_count
"Astronomers stated that the near-Earth object will make its closest approach today, starting at 600 p.m. Pacific Standard Time and the moment will be monitored by the robotic telescope Slooh from the Canary Islands.",English,216,34
"It takes care of over 1,000 birds and nearly 2,000 animals.",English,59,11
Musa yana cikin ɗakin karatu lokacin da aka fara jarabawar.,hausa,59,10
Awọn oṣiṣẹ ile-ikawe ṣe idaniloju aabo awọn ohun elo ati imọ-ẹrọ ninu ile-ikawe.,yoruba,80,13
Ṣé o mọ bọ́ ṣe ń lo kòmpútà ?,yoruba,29,9
"Bẹ́ẹ̀ni, mo máa wá sí ibi ìpéjọ abúlé náà.",yoruba,42,9
Onye isi bụ onye ndu mmụta.,igbo,27,6
Ọkọ ìyàwó yóò yọ aṣọ tí ìyàwó fi bo oju,yoruba,39,10
"Ní ọjọ́ iwájú, wọn yóò gba àwọn ènìyàn tí ó ní àìsàn ọgbẹ́ inú ní ìyànjú láti dẹkùn wàhálà ṣíṣe",yoruba,95,20
Sìtá mi àti èmí lọ sí ọjà,yoruba,25,7
Wọ́n kọ́ ilé-ìtajà ìgbàlódé sí Abidjan.,yoruba,39,6
za ku so ku biya duk kuɗin zinc?,hausa,32,8
Mo wà ní ẹka ẹ̀kọ́ sáyẹnsì biology.,yoruba,35,7
Ụmụ ya abụọ gụrụ Histiri na mahadum.,igbo,36,7
Ọ riri nwa agbọghọ ahụ n'ike?,igbo,29,6
Mma ahụ ọ dị nkọ?,igbo,17,5
Ta jefo musu bokiti cike da ruwa acikinsa.,hausa,42,8
"Anụ esiri esi na-atọ ụtọ, ọ bụghị ya?",igbo,37,8
Ego ole ka ị zụrụ ncha ahy?,igbo,27,7
Fi àpáta ya àwòrán titun.,yoruba,25,5
Ọtụtụ n'ime ngwanri mba ofesi bụ nke e ji esi nri mba ụwa n'ụlọ nri dị na Naijiria,igbo,82,18
Species of Gasterophilus can be differentiated according to patterns of spines on the bot larvae.,English,97,15
Kòsí agbada ìwẹ̀ ní ayé àtijọ́.,yoruba,31,6
Olee ebe nna gị nọ?,igbo,19,5
Ndina nwaanyị dị ime n'ike bụ ihe arụ,igbo,37,8
Ku fita zabe!,hausa,13,3
Dosa akwandina ebe a!,igbo,21,4
Mun kai inna Asabe otel.,hausa,24,5
kwụsị ịzụrụ agwa aja aja!,igbo,25,5
Fatan ayaba nada raunin rawaya in ya nuna,hausa,41,8
Lutenanti Carter bụ onye ọrụ na-arị elu n'ọkwa ndị agha.,igbo,56,10
"Demron, which includes the Demron-W line of warfare garments, is an advanced radiopaque, nano-polymeric compound fused between layers of fabric.",English,144,20
"Nna m ga-azụtara  anyị ""French fries"" dịka esi akpọ ya na bekee",igbo,63,12
Kawo tukunyar da gesha guda biyu.,hausa,33,6
Na faɗawa Salim ya haɗu da ni a gadar ƙasa ta Kabuga.,hausa,53,12
Àwon ọmọdé jé amúlédùn,yoruba,22,4
Irú ẹ̀fọ́ kan ni píìsì jẹ́,yoruba,26,6
Could you observe the Doppler effect of water waves if you were in a moving boat?,English,81,16
A na-enye nwa ọhụrụ mmiri ara.,igbo,30,6
Ọlọ́ládé ń tà ẹ̀fọ́ tẹ̀tẹ̀,yoruba,26,5
Wasu mutanan suna ganin Shata yana aiki da aljanu.,hausa,50,9
"The UB pharmacists spent an initial one-hour appointment with each patient, where they worked up detailed health records covering dietary information and all medications and disease conditions, and then reviewed them with each patient.",English,235,34
"A cikin shekaru masu zuwa, Imo tana shirin ƙaddamar da shirye-shirye don nuna fa'idodin ƙwazo da aiki tuƙuru.",hausa,109,18
Ọ̀gẹ̀dẹ̀ yìí kò tí ì gbò ó.,yoruba,27,7
Mkparịta ụka na chọọchị ga-adabere n'ihe gbasara ime mmụọ na okwukwe,igbo,68,11
Malamai sukan bayar da shawarwari ga ɗalibai.,hausa,45,7
Karfe hudu lokaci ne na tatsuniyoyinmu.,hausa,39,6
Ko wana ƙasa tana alfahari ne da ma'adanan da take dashi.,hausa,57,11
Kedụ ụlọọrụ na-achịkwa mmekọrịta ọnụego mba ụwa?,igbo,48,7
Maryam ta ce tana son labaran soyayya.,hausa,38,7
"So in the next few years, we will have a chance to compare social trends in the states permitting same-sex marriage against social trends in the others.",English,152,27
Okwe ntuli aka tụrụ ọtụtụ ndị otu n'anya.,igbo,41,8
Kápíntà náà ló kó àwọn irinṣẹ́ náà wá,yoruba,37,8
Ịrụ n'ụlọ nkà nwereike butere mmadụ ngọzi maọbụ abụmọnụ,igbo,55,9
Ana gina sabon gida wa shugaban tsangayar likitoci,hausa,50,8
Konel nwere kpakpando abụọ otu ugo.,igbo,35,6
Ịgha ụgha abụghị ikwu eziokwu .,igbo,31,6
Olùkọ́ èdè Gẹ̀ẹ́sì náà sọ pé òun fẹ́ràn bàbá akẹ́kọ̀ọ́ rẹ̀,yoruba,58,11
Echeghị m na ụkwụ nwa m buru ibu ga-abanye n'akpụkpọ ụkwụ a,igbo,59,12
Sojoji da jami'an tsaro suna amfani da bindigogi.,hausa,49,8
"Yanda ake dafa tuwon shinkafa haka akeyin na masara, kawai tuwon masara da masara akeyi.",hausa,88,15
"Far out in the Western Seas lies the island of Doldruminicks, or Land of the SnickerDoodlers, as it's known in English.",English,119,21
Nwannem nwanyi zụtara akpa ayiya n'ahia nkwo Mbaise ubochi abuo gara aga.,igbo,73,12
Emeka si na ọ ga-aga kọmputa laabụ n'oge ehihie.,igbo,48,9
Ikiribi ahụ kwesiri ịkarị atọ dịka esi eme ya.,igbo,46,9
A ga m azụta akwụkwọ nri maka isi ofe n'ahịa,igbo,44,10
A free market theory of pricing rests on the supposition that gluts and shortages are temporary phenomena.,English,106,17
Ǹjẹ́ olùkọ́ fún ọ ní iṣẹ́ àmúrelé?,yoruba,34,7
Kedụ ọrụ onyeisi ụlọ akwụkwọ anyị kenyere Ebuka?,igbo,48,8
Dobe igodo ọnụ ụzọ họteelụ ahụ echi!,igbo,36,7
Kakar wasannin dakunan dalibai ta zo,hausa,36,6
Ụlọ oriri na ọṅụṅụ na-enye ụdị ọrụ dị iche iche,igbo,47,10
Sai gobe zamu kai takardun mu ɗakin malamai,hausa,43,8
Hawan Ɗorayi shi ne hawa na ƙarshe a babbar Sallah.,hausa,51,10
Ndị ụka Katọlik na-ekpere Chukwu ha ụbọchị Sọnde,igbo,48,8
Ọ̀dà dùdù làwọn atẹ̀wétà má ń lò jù.,yoruba,36,8
Wọ́n máa ta àmàlà gbóná fún mi.,yoruba,38,7
"For months your teacher will have been discussing the terms purpose, audience and format with you, encouraging you to write for yourself in different formats such as letters, speeches or newspaper reports and teaching you the conventions of these formats.",English,255,40
Izu ohi bụ ịnara ihe na-abụghị nke gị.,igbo,38,8
Ó yára sọ̀rọ̀ débi pé mi ò lè lóye èdè rẹ̀,yoruba,42,11
Garin rogo jiƙa shi ake yi.,hausa,27,6
Aikin banza sauri ba wurin zuwa.,hausa,32,6
Dauda ya ziyarci wanzaminsa a shagonsa kwana uku da suka wuce.,hausa,62,11
"Broadcasters tell us, as they told the FCC, the contrary.",English,57,10
Ezinụlọ Chike ekweghị ya lụọ Nneka.,igbo,35,6
Babu kyau mai sabon ciki ta sha Zobo.,hausa,37,8
The yield was calculated as a percentage of the dried plant material.,English,69,12
Akwai mutanen Dake sauraron rediyo?,hausa,35,5
Za a cigaba da musayar kyauta a bikin aure tsakanin iyalai,hausa,58,11
Uju kwuru na ya na-enweta nnukwu ego n'ịkpụ ihe.,igbo,48,9
Bikin sallah ƙarama na nuni da kammala azumin watan Ramadana.,hausa,61,10
"The air pump delivers air pressure in rapid bursts, and without something to dampen the output, it sounds very loud.",English,116,20
"Remove the dough from the food processor, knead briefly on a lightly floured surface and form into a ball.",English,106,19
Tani yóò darí ọjọ́ ìbẹ̀wò àwọn òbí tí ń bọ̀?,yoruba,44,10
"Ee, akịka rịpịara ya bụ osisi.",igbo,30,6
Use disposable gloves or clean reusable gloves daily.,English,53,8
Gbèsè tí Olú ń sàn yóò parí làti oṣù tó ń bọ̀.,yoruba,46,12
Ṣé o ti kí mi ni àárọ̀ yí?,yoruba,26,8
Kò ní sí àlùbọ́sà nínú oúnjẹ náà.,yoruba,33,7
Ina a dandalin kauyen jiya.,hausa,27,5
Ìkẹ́kọ̀ọ́ gboyè jẹ́ oríṣìí ìmúwọ-ẹgbẹ́.,yoruba,46,5
A trophic state indicator based upon total phosphorus concentration is also discussed.,English,86,12
"Ogboeze, ncha, ncha ntutu na ihe ndi ọzo na-anọ n'ụlọ ịsa ahụ",igbo,61,12
Mutane suna taruwa saboda dalilai da daban daban.,hausa,49,8
M dọrọ gị aka ná ntị ụnyaahụ ka ị weghachite tebụl!,igbo,51,11
Ṣé Fẹ́mi yìí ló ní ó fẹ́ aya tuntun?,yoruba,36,9
Na yi faɗa da mai tsegumin,hausa,26,6
Ọtụtụ ndị ụka Kraịst bụ ndị wayo.,igbo,33,7
The Common Council may appoint a nonresident of the City to an appointive City office pursuant to a resolution of exemption or a resolution that sets a time frame for the appointee to establish residency in the City.,English,216,38
Àwọn ìyá ọmọ gbọ́dọ̀ wọ pampers fún àwọn ọmọ wọn kí wọn le yàgbẹ́ sínú rẹ̀.,yoruba,75,16
"Using a constructor for the Grammar class, you can create a grammar object at runtime from GrammarBuilder or SrgsDocument instances, or from a file, a string, or a stream that contains a definition of a grammar.",English,211,36
Launin fenti fari da kore ya sayo.,hausa,34,7
ka Sayo koreyar fainti a shafa a ɗakin,hausa,38,8
Ṣé wọn féràn láti máa lọ sí ibi ìgbéyàwó sọ́ọ̀sì?,yoruba,49,10
Taliyar crown kamfani ne na taliya.,hausa,35,6
Onye ọrịa ahụ ọ ga-agakwa ọzọ?,igbo,30,6
Ndi nkuzi anyị ga-ewepụta aha ndi dara ada n'ule nke ikpeazụ.,igbo,61,11
"Augmentin bụ ọgwụ na-egbu bacteria a na esi obodo ọzọ ebubata Naijiria, ya mere o ji adị oké ọnụ",igbo,96,19
za ka yi kujeru ne?,hausa,19,5
"It course in the stromal component, and, especially in recurrent neoplasms, is not completely understood.",English,105,15
Yara mata suna son wasan 'yar tsana.,hausa,36,7
Fifty-six percent of doctors and 71 percent of nurse practitioners and physician assistants said their amount of computer use at work had increased in the past year.,English,165,27
"Extensive research on the negative impact that stigma has on adults with mental illness has documented the sense of shame, feelings of blame, the need to keep the diagnosis secret, and the isolation, social exclusion, and hopelessness that are the common deleterious effects of stigma.",English,285,45
Kitso yakan yi sati biyu kafin ya lalace,hausa,40,8
Àwọn Yorùbá gbàgbó pé ayé bẹ̀rẹ̀ ní ilé-ifẹ̀,yoruba,44,8
Ana iya koyan darasi a cikin labaran tatsuniyoyi.,hausa,49,8
A sachala m ọnụ.,igbo,16,4
Ṣé Délé tí pinnu láti rí lẹ́kíṣọ́rà fín lọ́tùnúnlá?,yoruba,51,9
Ṣé ọkọ̀ ojú òfurufú lo wọ̀ wá síbí ?,yoruba,36,9
Maazi Bright ga akuzi mmetụta dị na mmekọahụ iri mmadụ ahụ echi,igbo,63,12
Ha na-achụbụ àjà na-ebe nnchu àjà,igbo,33,6
When Architecture or Music for that matter begins to repeat these figurative patterns it also eliminates the artfulness of the unknown.,English,137,21
"For the most part, all modern cars are more reliable than cars built twenty or thirty years ago.",English,96,18
"In addition, this should also call for a loosening of the government's tight hold on gun rights.",English,96,17
"Rapid growth, expansion, changes in an industry's economic cycle can all lead to a situation where a business needs more financing than a traditional bank can provide.",English,167,27
Employees will be taught the correct ways of doing things and how to be safe in the future within their work.,English,109,21
"Imagine someone warning that a killer asteroid was hurtling toward Earth, and we had a mere decade to do something about it.",English,124,22
Mo kẹ́kọ̀ọ́ nípa sáyẹ́ǹsì àti tẹkinọ́lọ́jì láàbù ní politẹ́kínìkì náà.,yoruba,93,10
Matar kawu na ta haihu,hausa,22,5
Gobe za'a kawo wa Aisha kayan na gani ina so,hausa,44,10
Ndị obodo na-agbakọta ilelee nkiri ndị otu ọgbọ na-eme.,igbo,55,9
Azụ na-ebi na mmiri.,igbo,20,4
Onye ụkọchukwu goziri alumdi na nwunye ahụ n'ihu ndị mụrụ ha,igbo,60,11
Ina a ɗakin tasha.,hausa,18,4
These cutouts should be lined with conductive foil such as copper foil that is soldered together to form one continuous piece.,English,128,21
"Béèni, mo ma ra sùpàgétì lọ́sù tó ń bọ̀.",yoruba,40,9
A gwara gị ka ị mezuo ihe a chọrọ!,igbo,34,9
Nkole na akwado iji ugbo elu a-ga obodo oyibo echi,igbo,50,10
Onye ọrụ ugbo ahu kọrọ akpụ afọ gara aga,igbo,40,9
Si n'ụgbọala ahụ pụta!,igbo,22,4
"Most of the chemical analyses, especially for VOCs and nutrients, indicate little, if any, effect of overlying land-use patterns on ground-water quality.",English,153,22
"Serving all ages  The Autism Society of Central Illinois provides parent support and education, linkage to community resources, community events for families, and summer camp opportunities.",English,190,27
Nna m sị anyị agazila na Shọpịn mọọ.,igbo,36,8
Ṣé o ma lọ wọ ọkọ̀ ni ibùdó ọkọ lọ́la?,yoruba,38,10
Olú fẹ́ràn sùpàgẹ́tì.,yoruba,21,3
Musa zai share filin wasa a matsayin hukuncin lefin da yayi,hausa,59,11
Masu fenti da maƙera suna aiki tare,hausa,35,7
"Muna cewa ""INA GWANA"" a Arewacin Nigeria.",hausa,41,7
Aga m akpụ ponku echi.,igbo,22,5
Arika wanke zaningado akai akai,hausa,31,5
Za a iya busadda abu tahanyar amfani da rana ko zafin sola,hausa,58,12
Ìbátan mi ọkùnrin àti èmí ṣe àbẹ̀wò sí ọgbà àwọn ẹranko lánàá.,yoruba,62,12
Ana samun kifin ɗaga teku,hausa,25,5
"According to UNICEF Ghana report, one in four women were married before the age of 18 and child marriage presented many consequences to young girls such as complications from pregnancy and childbirth being the leading cause of death among girls aged 1519.",English,256,42
"As genes control the production of proteins and proteins can directly affect developmental process like the formation of flight muscles, genes are an obvious place to start looking for changes that cause a loss of flight.",English,221,36
Tamịnal mba ụwa nwere ụlọ ngbanwe ego.,igbo,38,7
"Purposes of disaster communication include preventing panic, promoting appropriate health behaviors, coordinating response among stakeholders, advocating for affected populations, and mobilizing resources.",English,205,22
"For example, countless treatments for stroke have been developed in monkeys and other animals - yet all of them have failed or even harmed patients in clinical trials.",English,167,28
"Cut payments to hospitals for 32,000 emergency room visits paid for by Medicaid each year.",English,90,15
"Unless the barn's walls were made of cheap plywood, the wall would not have given away so easily.",English,97,18
Ị gbasoro ndị ọgbọ gị je kpochapụ ahịhịa?,igbo,41,8
Nwata na-amụ amụ ma obi dị ya mma.,igbo,34,8
"What do sorting cutlery, obeying traffic lights and Shakespeare's King Lear have in common?",English,91,14
The technical approach employs a communications architecture consisting of spatially serarated dual-loarized antennas that can exploit polarimetric sensitivities of mutipath channels to achieve improved power efficiencies.,English,222,26
Owerri ni olú ìlú Imo.,yoruba,22,5
"Rárá, Èmí o ni darapọ̀ mọ ẹgbẹ okunkun laipẹ",yoruba,44,9
Wọ́n máa tún ilé-aṣọ náà kùn pẹ̀lú ọ̀dà funfun.,yoruba,54,9
Yanzun an fara samun ofis masu na'uran ajiye halrta,hausa,51,9
"Besides, civil disobedience will fail because its effect will only be partially felt in the South East and only for a few days.",English,127,23
These impacts will be aggravated by other stresses on the environment and by changing socioeconomic conditions.,English,111,16
ụlọ ikpe na-enye ụlọ maka ịnụrụ ihe,igbo,35,7
Ihe mgbu afọ bụ mgbe afọ na-afụ ụfụ.,igbo,36,8
"If azimuthal modulation is incorporated in the ring's energy, interception of a fragment would hinder any attempt to recover and demodulate the complete signal as transmitted.",English,175,26
Anyị tụtụtara oroma chara acha n'ọnwa gara aga.,igbo,47,8
Tashar 'yankura akwai fasinja da yawa,hausa,37,6
za'a wa Mai kulawa da ƴan kurkukun transfa,hausa,42,8
yan iduroṣinṣin lori iyanjẹ Otitọ ni ipilẹ ti iwa ti o gbẹkẹle.,yoruba,64,12
Amaka zụtara uwe elu.,igbo,21,4
"Whenever they are hunting on Earth, they try to avoid killing pregnant females, children, and those who are physically weak like the elderly or people with severe health problems.",English,179,29
Echiche nke ịgbachi nkịtị ga-amalite n'ọtụtụ afọ na alụmdi na nwunye .,igbo,70,12
Ìṣọ̀rọ̀ to là géèrè ni o jẹ itẹwọgbà ní ètò igbani-sí-iṣẹ.,yoruba,58,11
Tsaftace wancan allon.,hausa,22,3
I ji ngwá akwụkwọ akụkọ Neshọn?,igbo,31,6
Awọn awọ aṣọ ile-iwe jẹ dull,yoruba,28,6
Dike ga-asacha agwa ọ ga-etinye na makaroni.,igbo,44,7
Based on 9000 miles per year.,English,29,6
"Ni da abokina za mu hau abin nadi in mun ziyarci ""magic land"" Kuma",hausa,66,14
Kids usually feel upset when they see or hear parents arguing.,English,62,11
The geometric data comprises of the 3-dimensional coordinates of all atoms in a periodic cell.,English,94,15
